1.69434199	0.254870845	0.236773342	0.404164777	0.120605549	-0.000950854	-3.259319446	5.456941113	0.827622431	1.013822314	1.695270389	0.429297723	-0.128803748	9.89014762	0.706522227	-0.573461993	0.043094695	-0.433423696	0.113915654	0.074768166	-0.380564791	-17.60001261	-3.459816862	-0.518609007	-0.903732562	-0.863335095	-0.141602466	260.9042038
1.773105509	0.206411788	0.319716542	0.363303427	0.209359736	-0.067062637	-3.190804172	5.685412402	0.728189474	1.228941548	1.456136276	0.784836064	-0.326959665	10.3337976	0.736488565	-0.458792153	0.287423002	-0.273602564	0.251291108	-0.049818413	-0.474651942	-18.2662523	-3.156886332	-1.088587003	-0.773487685	-1.414751695	0.28433513	260.4835204
1.922414317	0.203233061	0.297108317	0.404516928	0.167238196	0.012802519	-3.27357161	6.27764821	0.767771336	1.038047291	1.72290622	0.575768362	0.062338844	9.958129421	0.748713109	-0.284289601	0.293482435	-0.393370599	0.223146422	0.007800402	-0.769009151	-19.35569515	-3.174237414	-0.939896823	-0.777811005	-1.19157458	-0.125488148	260.8531842
1.648866258	0.188613744	0.383197968	0.281961317	0.171599989	-0.069323621	-3.233304544	4.491779666	0.783663337	1.233824468	1.166877965	0.397039984	-0.238642495	10.14171634	0.637242818	-0.367029652	0.512028811	-0.387543713	0.369471769	-0.099572342	-0.732386224	-18.64393592	-3.119763488	-1.517070189	-0.014962021	-1.408511693	0.397655242	260.505212
1.402153498	0.268341124	0.257187707	0.190250566	0.175292181	-0.159259078	-2.655947587	3.324895452	1.239552539	0.295608772	0.494469982	0.342187035	-0.495032873	12.52151925	-0.399135187	-0.725079954	0.831512019	-0.116529067	0.275310372	-0.320650978	-0.072009616	-17.39567179	-3.460195685	-1.160592701	0.343164316	-1.507120695	1.064829447	257.1565992
2.180982849	0.375924422	0.455644941	0.242961879	0.243370969	-0.160609952	-2.762681683	6.191510862	1.524731671	0.872528075	0.455578772	0.724288397	-0.573716314	11.84538466	0.096019826	-0.588497926	1.061470464	0.059819623	0.430615271	-0.340937722	-0.492838079	-22.18045037	-4.351578451	-2.313332413	0.035819775	-1.810846574	1.021076988	257.6494426
2.041368208	0.349185108	0.278699418	0.096789333	0.285934951	-0.220795629	-2.623953829	5.419750595	1.381368666	0.029448756	-0.245560942	0.772400243	-0.647880913	12.32988197	-0.824071526	-0.773835868	0.997958573	-0.062325938	0.634637401	-0.513693403	-0.824467498	-21.40059359	-4.303396836	-1.2912941	0.974268559	-2.228476665	1.534903053	256.9768945
2.113335081	0.372476346	0.207111658	0.043080256	0.23316967	-0.207399406	-2.768780455	5.696902677	1.30263487	-0.23980549	-0.496213053	0.668597276	-0.760066363	11.31662579	-1.781526006	-0.944256078	0.832682125	-0.104344553	0.423148155	-0.302449024	-1.507254873	-21.40063656	-4.557171509	-0.699408655	1.382154745	-1.746270942	1.280678527	257.7055103
2.340945123	0.443225842	0.178050454	0.072102945	0.251327425	-0.28737671	-2.549017567	6.227373675	1.386526815	-0.462289279	-0.495557792	0.749646533	-0.99849227	11.49006993	-2.282544296	-1.222453977	0.748523055	0.100198664	0.426901428	-0.488473473	-1.719392809	-22.6162057	-4.996832727	-0.447247201	1.198211638	-1.836991574	1.86948116	256.1923149
2.474846095	0.570747124	0.235716318	0.014694158	0.170584695	-0.179025399	-2.553362721	6.465593884	1.675456956	-0.154443353	-0.748651741	0.513186747	-0.678156029	10.99971205	-3.069367074	-1.2787999	0.692711797	0.029139877	0.279940149	-0.247787563	-2.681617328	-22.99679915	-5.824844895	-0.559835341	1.623333729	-1.277872537	1.127573216	256.4356929
2.893471169	0.624570398	0.408770025	0.013455542	0.15736352	-0.196996804	-2.24264826	7.510842216	1.743687563	0.601636022	-0.817297044	0.494511148	-0.786915429	11.73559132	-3.144565181	-1.61229692	0.733733712	0.148213133	0.270289862	-0.161179304	-3.183656365	-25.32164755	-6.078304102	-1.387792469	1.583190456	-1.153438097	1.169415933	254.8365655
